op1,op2,add(op1,op2),sub(op1,op2),sub(op2,op1),mul(op1,op2)
15004019618473077127444628158618208412881128170155147437524841787739366500290643995308146084203378583708001323043985,26387301714265406779228300185466029012311073886944083218850975517391803126585839447904158517434472196827950087245363,1989315136344004694393888243940623620112462786633783988427523900885447855379613114165038513378912778674344437177029,28018724100602149560495368073295793205649793553676510886622159674593285145201674876451253655027844388741658208910941,11383282095792329651783672026847820599429945716788935781326133729652436626295195452596012433231093613119948764201378,18508154933225322171909057444269831781079668648178545360870676290231177685454226902978248732963041110956511797990330
29647833640706607750955287005092420048241314586314388288705794653019638380306732401545003007643837220406915331209462,33328584247236133323014579768511984171508280051889901080914340124701439377585659929407887001388583929960482160900856,23574411691548261861690826673460790414669855367738842701671841373475355986395522001905623920773483148505790518997999,35721255589864953640219747336724049681812773804889933875739747932563920774217942801184382094514191292308040143420925,3680750606529525572059292763419564123266965465575512792208545471681800997278927527862883993744746709553566829691394,19124447505083273389484760918824543475028259367777290534156811831605791470871175628291351168246550138193750421861378
20206493927082678730914671106166373774110248585051621873528885724445003544642864357053795118076266493029660252273382,33536561085852323252439050545474638710258010462048366889875561471332571580012227372850637965170719314401466194347523,14341048816540522771074681551497398679288519776634542095456153791531853353158221400857166994988047805569519473508586,26071939037624834690754660660835348868931977393468701651601617657358153736127507313250423241164485180489801031038178,13330067158769644521524379439308264936147761876996745016346675746887568035369363015796842847094452821371805942074141,7203902517119828401903435702773385057835521951810204422765638709949394343363486118042311943946651326095397559348933
32834844627171281547561655181478710317687468047793414355007657783912024394078736553685368232486459238376935811072658,38110542625096965248481706235695929771367483511541168562523752804268504185789817772065046871449569451238707384042089,31543381055873767583764321317031026283975212288869136249583117183934806808371683996703149015677090687754036222002428,34126308198468795511358989045926394351399723806717692460432198383889241979785789110667587449295827788999835400142888,5275697997925683700920051054217219453680015463747754207516095020356479791711081218379678638963110212861771572969431,30585064817052491396507274220144864692238769050308242326358765450703798302526640454505758840965760357438640207918961
23435772624181841572405286379188933609082040642200126709604762743454589552481388625783518600784150228413642875559061,33928614996771740758196350222568023503802510935035763116383712064234900935994769999467979378386116232000284928899156,17962381424559103118322596501613343307804812306770443158040181403443768716979288296204231890911328458552320831345898,28909163823804580026487976256764523910359268977629810261169344083465410387983488955362805310656971998274964919772224,10492842372589899185791063843379089894720470292835636406778949320780311383513381373684460777601966003586642053340095,30097261461727892616656735337831550625566220889957735491165574006640405896634085156307493970439715078364979210089405
26410918055427786223804012095500901271219529490995860354192044080190717387260259937371511328721375960602037062337544,12550010404267693501962586717358163733097525398642400680148461222009643307639524587687342054080213805195293922560201,38960928459695479725766598812859065004317054889638261034340505302200360694899784525058853382801589765797330984897745,13860907651160092721841425378142737538122004092353459674043582858181074079620735349684169274641162155406743139777343,25541098545234386490437614722000876266957735178111986993904710546064647691876134979363096813617775846454863833334976,4621381458317632404371419292758322969965928917566861235513469588249002182169711139788593129634886422027389122948465
12565584048187056569675870610427559776709017793616469956738853313486626575560505199473596477500605459710682472426005,22627300103289448133359653516608531428543939191392334594652909241807025999633589112154285389506292492518112002308610,35192884151476504703035524127036091205252956985008804551391762555293652575194094311627881867006897952228794474734615,29340290141292087648595257193962642153244817872689582030034237475925322347423786416366577176253250969054177443229714,10061716055102391563683782906180971651834921397775864637914055928320399424073083912680688912005687032807429529882605,4649694610086805229404900102543959586239191917259466787367299279783959958670630243847490481637393146733165472992927
19442951278471091562945411832518950951665037069876386778475196618958052770442634854284453889310321727374907502073584,36338866988131908730647766134046985845209440743821008203217305379816094180621678340858156860755023311595356889542213,16379812070208521081314137866422322991794738543231948313744208594528425179567442866095344661806407037108657418503478,22506090486733662044576685798615578911535335596520825243206184643387680361317826842473563116814236417641157585643690,16895915709660817167702354301528034893544403673944621424742108760858041410179043486573702971444701584220449387468629,28002738097352765450982808430238860441112033827197231741424371786290087331970909433771289048638154416352535719690754
4110509664825351061076587533856121040226782037128998497393818312627193600836316185300262174578994472108166692774431,21903085787036877292258197853867533394728914455835330357573467604383917026101599533617402172650320245600134123114773,26013595451862228353334785387723654434955696492964328854967285917011110626937915718917664347229314717708300815889204,21609430074182952981097429780132201450577606851759114807768644112488998346231586980730126090187612228369639542771977,17792576122211526231181610320011412354502132418706331860179649291756723425265283348317139998071325773491967430340342,27191034466859759180321725098560617098044916334652478615050820763484106787583965164045689558324749847248099250226640
19673830287514375781599147842211308832768791409425418165415952883953659008462250475288383380969986745335603504498,22326098154729831690168752846369690861281910519902273026484745758006457501712085204069961822549256324499300681705215,22345771985017346065950351994211902170114679311311698444650161710890411160720547454545250205930226311244636285209713,17095581871952161897891886401616134252630597541972599059628963599123217928793247375452592649090651664107641894911602,22306424324442317314387153698527479552449141728492847608319329805122503842703622953594673439168286337753965078200717,33155929819658058688987942877379515962596402486559295123052889994762941381609583797180523543436773318507810330005116
25791110766597302119695790536001493578632121871972081269599450365495895149062690575790013511504760302294422909012616,21991281151334230709784032022569115947029941542966995172487030915120157445249862069631029921414503262209309775544895,8380385721537053617200782458426995720582324144473629774138187876370330822815682316373777344660325562642125711445192,3799829615263071409911758513432377631602180329005086097112419450375737703812828506158983590090257040085113133467721,35602176581131407802367281586711236173477558941460360570835873953869984067684041822888282498168680961776493839644598,17629497962455721378185799210049600886798656382648447753292267782689973477650892609677019529219640706280483711142524
22528369099487133179113907218637343853849820174980374330409020242455647068562300410958813550008299109650357216612113,7083725276557178722780199907829039289494754052702933703023783503671519176641627866966093819856979050522810660805071,29612094376044311901894107126466383143344574227683308033432803746127166245203928277924907369865278160173167877417184,15444643822929954456333707310808304564355066122277440627385236738784127891920672543992719730151320059127546555807042,23957362373464524755945332789335309240724673148188006040563056665461593879576197785054546358107617942734060417305277,20241155498401454059178493519091703779969811681548212586003315079766399004994518220390389052935476755058530848187162
24459276131450177085598764933783662088746872005913454977739276889161125057915686861271088742364106470092371716274889,12221433144557548144342079113778728736807278353303642888909311940108589149053309563523158228919266074959657284357697,36680709276007725229940844047562390825554150359217097866648588829269714206968996424794246971283372545052029000632586,12237842986892628941256685820004933351939593652609812088829964949052535908862377297747930513444840395132714431917192,27164163209501850271022354280138680453140145617855634579118328455193185862634493031299335574814097606728892541195127,10841709365351123289669198875221994984871597356061741387541230365802860060389712786104278386641504443274847487515133
