op1,op2,add(op1,op2),sub(op1,op2),sub(op2,op1),mul(op1,op2)
50981825737709647493183775965158219236135965770018122662031697831876817641572,14887312500276442420379210616428917121591005519131478356044542489073928279356,65869138237986089913562986581587136357726971289149601018076240320950745920928,36094513237433205072804565348729302114544960250886644305987155342802889362216,79697575972923043689892881600678271415541183164403669889546475966064208491735,76596421067456416375269921796598540513486524422298430036036181167522840628860
7816904608764810120065085705660175804143681744129539486900744521051219191133,87642994468591191687162337126871567252759768244744036173146583225371130830647,95459899077356001807227422832531743056903449988873575660047327746422350021780,35965999350529867195600195528196182081470056914675817509287792604547186214437,79826089859826381567097251421211391448616086500614496686245838704319911639514,41875691115909957700956628312706096638148983142803602546860181528501329728207
25539358409245977246741703020761618434124824556225314803187359205383208603656,748530471791678748609432608754844422799965959794978503945613990567512011777,26287888881037655995351135629516462856924790516020293307132973195950720615433,24790827937454298498132270412006774011324858596430336299241745214815696591879,91001261272901950264565176537400799518761284818859977896291886094051401262072,14843517017662238392512693805537217215678628322518452253966333041148710046913
114637796442471004717077786021868011466748312125529381311523660841114736576415,94695864287334230539970741084061059588602818526138427157683495001099997622905,93541571519448986494351080156521497525264987236377494273673524533347636345369,19941932155136774177107044937806951878145493599390954153840165840014738953510,95850157055219474585590402011600621651940649815899360041693465468852358900441,104759120653592128996890173628945688536385610139639506460459856662679209612728
20754299457132290454997233955026795817066361378046252060574135272572354499344,87713083546444095132010350486713217950440142129931152302984763487071326307316,108467383003576385587007584441740013767506503507977404363558898759643680806660,48833305121044444085684330417721151396712362663405413953123003094368126045979,66958784089311804677013116531686422133373780751884900242410628214498971807972,35595904931566526589614127118246879554348169019630535838298203244852286181565
30947606195525279105945316042614397437575460211346829249296304936254901292718,16473141926116515451491543355980392712471454894621306669871692591297662623768,47420748121641794557436859398594790150046915105968135919167997527552563916486,14474464269408763654453772686634004725104005316725522579424612344957238668950,101317624940947485108243674262773568804982138098564791616109018963909859185001,9120801326180806063980112708433884667204616884305145358363663657036765831730
111637368131749239784835713627158767589736168290666879684074562408976630117655,97325550651906084156270218079474991674578108725517901458943501199733601928303,93170829573299075178408484757226185734228133600894466947484432299843134192007,14311817479843155628565495547683775915158059565148978225131061209243028189352,101480271730513093134131951401723797614928083850141335970402570099624069664599,38161490162786738363451475349981971282619506986746230763138828039745598325169
65683887201083883553201559814654848418328348670902596752746852491437292771393,50249482210366498004440488544246786989280282264771035983091653784245969748745,141280201094132794944601409494061877522487520383318540304874966816164666187,15434404990717385548761071270408061429048066406131560769655198707191323022648,100357684219638863213936375678999512101038077009158753425878432601675774831303,5036379003412126067252122924813114385420307433339604417868186153014325268918
112952456522201838430895388402965182519749428764269138719577758351203822176407,45815521873572636945735581844617941585316200214598750716973805358685866086914,42975889185418226613933523298175550574979485563577575241017932401022590409370,67136934648629201485159806558347240934433228549670388002603952992517956089493,48655154561727047277537640391060332595652914865619926192929678316349141764458,96294485119040241882542150187114370681313825912711987117045061051417673279869
112448954721842445113131278879534095084545318948089733704546637899137863803554,31539234262358088757897455010660811027659264095584311758168675561173715729282,28196099773844285108331286940787332582118439628383731267181682151444481678885,80909720459484356355233823868873284056886054852505421946377962337964148074272,34882368750871892407463623080534289473200088562784892249155668970902949779679,60211026648665562040937843257153106076853288010690298498159434944190951828125
